Batch_id,Batch_name,Batch_THF_ref,Batch_id,Date,Technicien_id,Batch_KC8,Masse_KC8,Volume_THF,Ref_plaque,Vitesse_agitation,Heure_debut,Lab_HR,Lab_T,BaG_T,BaG_H2O_ppm,BaG_O2_ppm,Observations,Batch_id,Date,Technicien_id,Ajout_THF_JourJ,Heure_ajout2,Volume_THF_ajout2,Heure_debut_sedimentation,Heure_fin_sedimentation,Sediments,Ctrl_visuel_couleur,Lab_HR,Lab_T,BaG_T,BaG_H2O_ppm,BaG_O2_ppm,Observations,Centrifugation,Batch_id,Date,Technicien_id,Debit_air_synthetique,Temps_oxidation,Lab_HR,Lab_T,Observations,Batch_id,Date,Technicien_id,m_OGD,m_THF,Abs_800,QC_Conc_OGD,QC_Categorie,Stockage_recipient,Stockage_Emplacement,Stockage_Utilisation,Observations
324,2427E,na,324,2024-07-03,3,K26,20.0469,500.0,5,230.0,2024-07-03 09:00:00,45.8,22.5,31.0,0.09,0.5,,324,2024-07-09,4,0,2024-07-09 08:10:00,500.0,2024-07-09 09:10:00,2024-07-11 09:40:00,,,60.0,25.0,31.0,0.09,0.2,batch sedim48h,1,324,2024-07-11,3,0.1,30.0,60.0,25.0,,324,2024-07-11,3,0.0,0.0,0.0,2.2,2,0,0,W3,None
325,2427F,na,325,2024-07-03,3,K26,20.0259,500.0,6,230.0,2024-07-03 09:00:00,45.8,22.5,31.0,0.09,0.5,,325,2024-07-09,4,0,2024-07-09 08:10:00,500.0,2024-07-09 09:10:00,2024-07-11 09:40:00,,,60.0,25.0,31.0,0.09,0.2,batch sedim48h,1,325,2024-07-11,3,0.1,30.0,60.0,25.0,,325,2024-07-11,3,0.0,0.0,0.0,1.5,1,0,0,W3,None
326,2427G,na,326,2024-07-03,3,K26,20.0675,500.0,7,230.0,2024-07-03 09:00:00,45.8,22.5,31.0,0.09,0.5,,326,2024-07-09,4,0,2024-07-09 08:10:00,500.0,2024-07-09 09:10:00,2024-07-11 09:40:00,,,60.0,25.0,31.0,0.09,0.2,batch sedim48h,1,326,2024-07-11,3,0.1,30.0,60.0,25.0,,326,2024-07-11,3,0.0,0.0,0.0,1.2,1,0,0,W3,None
327,2427H,na,327,2024-07-03,3,K26,20.0045,500.0,8,230.0,2024-07-03 09:00:00,45.8,22.5,31.0,0.09,0.5,,327,2024-07-09,4,0,2024-07-09 08:10:00,500.0,2024-07-09 09:10:00,2024-07-11 09:40:00,,,60.0,25.0,31.0,0.09,0.2,batch sedim48h,1,327,2024-07-11,3,0.1,30.0,60.0,25.0,,327,2024-07-11,3,0.0,0.0,0.0,2.1,2,0,0,W3,None
328,2428A,na,328,2024-07-11,3,K26,20.0055,500.0,5,230.0,2024-07-11 09:20:00,60.0,25.0,31.0,0.09,0.2,THF 16.2,328,2024-07-17,4,0,2024-07-17 08:00:00,500.0,2024-07-17 09:00:00,2024-07-17 09:30:00,,,50.0,22.0,29.0,0.09,0.4,,1,328,2024-07-18,4,0.1,30.0,54.0,25.0,,328,2024-07-18,4,0.0,0.0,0.0,2.6,3,0,0,prod,None
329,2428B,na,329,2024-07-11,3,K26,20.0293,500.0,6,230.0,2024-07-11 09:20:00,60.0,25.0,31.0,0.09,0.2,THF 16.2,329,2024-07-17,4,0,2024-07-17 08:00:00,500.0,2024-07-17 09:00:00,2024-07-17 09:30:00,,,50.0,22.0,29.0,0.09,0.4,,1,329,2024-07-18,4,0.1,30.0,54.0,25.0,,329,2024-07-18,4,0.0,0.0,0.0,2.2,3,0,0,prod,None
330,2428C,na,330,2024-07-11,3,K26,20.0492,500.0,7,230.0,2024-07-11 09:20:00,60.0,25.0,31.0,0.09,0.2,THF 16.2,330,2024-07-17,4,0,2024-07-17 08:00:00,500.0,2024-07-17 09:00:00,2024-07-17 09:30:00,,,50.0,22.0,29.0,0.09,0.4,,1,330,2024-07-18,4,0.1,30.0,54.0,25.0,,330,2024-07-18,4,0.0,0.0,0.0,2.5,3,0,0,prod,None
331,2428D,na,331,2024-07-11,3,K26,20.0528,500.0,8,230.0,2024-07-11 09:20:00,60.0,25.0,31.0,0.09,0.2,THF 16.2,331,2024-07-17,4,0,2024-07-17 08:00:00,500.0,2024-07-17 09:00:00,2024-07-17 09:30:00,,,50.0,22.0,29.0,0.09,0.4,,1,331,2024-07-18,4,0.1,30.0,54.0,25.0,,331,2024-07-18,4,0.0,0.0,0.0,2.7,3,0,0,prod,None
336,2430A,na,336,2024-07-22,4,K28,20.1034,500.0,5,230.0,2024-07-22 08:15:00,54.0,21.0,30.0,0.09,0.9,,336,2024-07-29,2,0,2024-07-29 09:10:00,500.0,2024-07-29 10:15:00,2024-07-29 10:45:00,noir,,51.0,28.0,33.5,0.09,0.09,,1,336,2024-07-30,4,0.1,30.0,56.0,25.0,,336,2024-07-30,4,0.0,0.0,0.0,1.7,2,0,0,prod,None
337,2430B,na,337,2024-07-22,4,K28,20.0612,500.0,6,230.0,2024-07-22 08:15:00,54.0,21.0,30.0,0.09,0.9,,337,2024-07-29,2,0,2024-07-29 09:10:00,500.0,2024-07-21 10:15:00,2024-07-29 10:55:00,brun,,51.0,28.0,33.5,0.09,0.09,sous exfoliation,1,337,2024-07-30,4,0.1,30.0,56.0,25.0,,337,2024-07-30,4,0.0,0.0,0.0,1.7,2,0,0,prod,None
338,2430C,na,338,2024-07-22,4,K28,20.041,500.0,7,230.0,2024-07-22 08:15:00,54.0,21.0,30.0,0.09,0.9,,338,2024-07-29,2,0,2024-07-29 09:10:00,500.0,2024-07-21 10:15:00,2024-07-29 11:05:00,noir,,51.0,28.0,33.5,0.09,0.09,,1,338,2024-07-30,4,0.1,30.0,56.0,25.0,,338,2024-07-30,4,0.0,0.0,0.0,2.6,2,0,0,,None
339,2430D,na,339,2024-07-22,4,K28,20.0645,500.0,8,230.0,2024-07-22 08:15:00,54.0,21.0,30.0,0.09,0.9,,339,2024-07-29,2,0,2024-07-29 09:10:00,500.0,2024-07-21 10:15:00,2024-07-29 11:15:00,noir,,51.0,28.0,33.5,0.09,0.09,,1,339,2024-07-30,4,0.1,30.0,56.0,25.0,,339,2024-07-30,4,0.0,0.0,0.0,2.6,2,0,0,,None
